genome_drug.genome_name	genome_drug.genome_id	genome_drug.antibiotic	genome_drug.measurement_sign	genome_drug.measurement_value	genome_drug.measurement_unit	genome_drug.resistant_phenotype	genome_drug.laboratory_typing_platform
Escherichia coli strain M15	562.42769	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M15	562.42769	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M16	562.42770	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain M16	562.42770	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain M16	562.42770	gentamicin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M16	562.42770	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M16	562.42770	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M16	562.42770	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M17	562.42771	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M17	562.42771	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M17	562.42771	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain M18	562.42772	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M18	562.42772	levofloxacin	==	1	mg/L	Susceptible	Vitek
Escherichia coli strain M18	562.42772	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M19	562.42773	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain M19	562.42773	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M19	562.42773	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M19	562.42773	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M19	562.42773	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M20	562.42775	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M20	562.42775	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain M20	562.42775	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M20	562.42775	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M20	562.42775	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M21	562.42776	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M21	562.42776	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M21	562.42776	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M22	562.42777	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain M22	562.42777	aztreonam	==	4	mg/L	Susceptible	Vitek
Escherichia coli strain M22	562.42777	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M24	562.42779	amikacin	==	8	mg/L	Susceptible	Vitek
Escherichia coli strain M24	562.42779	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain M24	562.42779	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M24	562.42779	cefepime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M24	562.42779	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M24	562.42779	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M24	562.42779	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M24	562.42779	tetracycline	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain M26	562.42781	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain M26	562.42781	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain M26	562.42781	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M26	562.42781	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M27	562.42782	aztreonam	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M27	562.42782	cefepime	==	16	mg/L	Resistant	Vitek
Escherichia coli strain 134	562.42636	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 134	562.42636	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 134	562.42636	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 136	562.42637	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain 136	562.42637	ceftazidime	==	4	mg/L	Susceptible	Vitek
Escherichia coli strain 136	562.42637	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 136	562.42637	nitrofurantoin	<=	16	mg/L	Susceptible	Vitek
Escherichia coli strain 136	562.42637	tetracycline	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 136	562.42637	tobramycin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 137	562.42638	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain 137	562.42638	ceftazidime	==	4	mg/L	Susceptible	Vitek
Escherichia coli strain 137	562.42638	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 137	562.42638	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 137	562.42638	nitrofurantoin	==	32	mg/L	Susceptible	Vitek
Escherichia coli strain 137	562.42638	tobramycin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 138	562.42639	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 138	562.42639	cefepime	==	8	mg/L	Intermediate	Vitek
Escherichia coli strain 138	562.42639	cefoxitin	==	16	mg/L	Intermediate	Vitek
Escherichia coli strain 138	562.42639	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 138	562.42639	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 138	562.42639	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 139	562.42640	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain 139	562.42640	ceftazidime	==	4	mg/L	Susceptible	Vitek
Escherichia coli strain 140	562.42641	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 140	562.42641	ceftazidime	<=	4	mg/L	Susceptible	Vitek
Escherichia coli strain 140	562.42641	ciprofloxacin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 140	562.42641	gentamicin	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 140	562.42641	levofloxacin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 141	562.42642	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 141	562.42642	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 141	562.42642	cefoxitin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 141	562.42642	ceftazidime	==	16	mg/L	Resistant	Vitek
Escherichia coli strain 141	562.42642	levofloxacin	<=	0.12	mg/L	Susceptible	Vitek
Escherichia coli strain 141	562.42642	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 142	562.42643	gentamicin	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 142	562.42643	nitrofurantoin	<=	0.12	mg/L	Susceptible	Vitek
Escherichia coli strain 142	562.42643	tetracycline	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 143	562.42644	cefepime	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 143	562.42644	cefoxitin	<=	4	mg/L	Susceptible	Vitek
Escherichia coli strain 143	562.42644	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 143	562.42644	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 144	562.42645	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 144	562.42645	ceftriaxone	==	32	mg/L	Resistant	Vitek
Escherichia coli strain 144	562.42645	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 144	562.42645	nitrofurantoin	<=	16	mg/L	Susceptible	Vitek
Escherichia coli strain 145	562.42646	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 145	562.42646	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 145	562.42646	cefepime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 145	562.42646	nitrofurantoin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M23	562.42778	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain M23	562.42778	cefepime	==	8	mg/L	Intermediate	Vitek
Escherichia coli strain M23	562.42778	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M23	562.42778	ciprofloxacin	==	1	mg/L	Susceptible	Vitek
Escherichia coli strain 153	562.42650	cefepime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 153	562.42650	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 153	562.42650	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 153	562.42650	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 153	562.42650	nitrofurantoin	<=	16	mg/L	Susceptible	Vitek
Escherichia coli strain 154	562.42651	ceftazidime	==	16	mg/L	Resistant	Vitek
Escherichia coli strain 154	562.42651	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 154	562.42651	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 154	562.42651	nitrofurantoin	<=	16	mg/L	Susceptible	Vitek
Escherichia coli strain 154	562.42651	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 155	562.42652	amikacin	<=	62	mg/L	Susceptible	Vitek
Escherichia coli strain 155	562.42652	ceftazidime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 155	562.42652	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 155	562.42652	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 155	562.42652	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 158	562.42653	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 158	562.42653	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain 159	562.42654	cefoxitin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 159	562.42654	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 162	562.42656	cefepime	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 162	562.42656	ceftazidime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 162	562.42656	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 162	562.42656	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 162	562.42656	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 163	562.42658	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 163	562.42658	cefoxitin	<=	4	mg/L	Susceptible	Vitek
Escherichia coli strain 163	562.42658	ceftazidime	==	16	mg/L	Resistant	Vitek
Escherichia coli strain 163	562.42658	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 163	562.42658	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 164	562.42659	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 164	562.42659	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 164	562.42659	cefepime	==	2	mg/L	Resistant	Vitek
Escherichia coli strain 164	562.42659	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 164	562.42659	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 164	562.42659	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 165	562.42660	amikacin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 165	562.42660	ceftazidime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 165	562.42660	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 165	562.42660	ciprofloxacin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 165	562.42660	gentamicin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 165	562.42660	meropenem	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 165	562.42660	nitrofurantoin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 166	562.42661	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 166	562.42661	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 166	562.42661	cefepime	==	16	mg/L	Resistant	Vitek
Escherichia coli strain 166	562.42661	ceftazidime	==	16	mg/L	Resistant	Vitek
Escherichia coli strain 166	562.42661	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 166	562.42661	tobramycin	==	8	mg/L	Intermediate	Vitek
Escherichia coli strain 24	562.42686	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain 24	562.42686	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain 24	562.42686	ceftazidime	==	2	mg/L		
Escherichia coli strain 24	562.42686	chloramphenicol	==	8	mg/L		
Escherichia coli strain 24	562.42686	meropenem	==	0.5	mg/L	Susceptible	
Escherichia coli strain 24	562.42686	polymyxin B	==	1	mg/L		
Escherichia coli strain 24	562.42686	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain 24	562.42686	tobramycin	==	8	mg/L	Intermediate	
Escherichia coli strain 169	562.42662	cefepime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 169	562.42662	cefoxitin	==	32	mg/L	Resistant	Vitek
Escherichia coli strain 169	562.42662	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 169	562.42662	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 169	562.42662	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 169	562.42662	gentamicin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 169	562.42662	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 169	562.42662	nitrofurantoin	<=	16	mg/L	Susceptible	Vitek
Escherichia coli strain 169	562.42662	tobramycin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 170	562.42663	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 170	562.42663	cefepime	==	8	mg/L	Susceptible	Vitek
Escherichia coli strain 170	562.42663	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 170	562.42663	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 170	562.42663	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 170	562.42663	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 170	562.42663	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 172	562.42664	amikacin	==	16	mg/L	Susceptible	Vitek
Escherichia coli strain 172	562.42664	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 172	562.42664	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 172	562.42664	cefepime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 172	562.42664	cefoxitin	==	8	mg/L	Susceptible	Vitek
Escherichia coli strain 172	562.42664	ceftazidime	==	16	mg/L	Resistant	Vitek
Escherichia coli strain 172	562.42664	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 172	562.42664	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 172	562.42664	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 172	562.42664	tobramycin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain AR_0085	562.30362	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR_0085	562.30362	ceftazidime	==	128	mg/L	Resistant	
Escherichia coli strain AR_0085	562.30362	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain AR_0085	562.30362	doripenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0085	562.30362	ertapenem	==	2	mg/L	Resistant	
Escherichia coli strain AR_0085	562.30362	tigecycline	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_452	562.30434	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	tobramycin	==	1	mg/L	Susceptible	
Escherichia coli strain AR_451	562.30435	amikacin	==	4	mg/L	Susceptible	
Escherichia coli strain AR_451	562.30435	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR_451	562.30435	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_451	562.30435	cefoxitin	==	16	mg/L	Intermediate	
Escherichia coli strain AR_451	562.30435	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain AR_451	562.30435	colistin	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_451	562.30435	gentamicin	==	8	mg/L	Intermediate	
Escherichia coli strain AR_451	562.30435	imipenem	==	2	mg/L	Intermediate	
Escherichia coli strain CCUG 70745	562.30349	amikacin	==	12	mg/L	Intermediate	
Escherichia coli strain CCUG 70745	562.30349	amoxicillin	>	256	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	ampicillin	>	256	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	aztreonam	>	256	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	cefotaxime	>	32	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	ciprofloxacin	>	32	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	clarithromycin	>	256	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	colistin	==	0.19	mg/L	Susceptible	
Escherichia coli strain CCUG 70745	562.30349	ertapenem	>	32	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	erythromycin	>	256	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	fosfomycin	==	0.25	mg/L	Susceptible	
Escherichia coli strain CCUG 70745	562.30349	imipenem	>	32	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	linezolid	>	256	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	meropenem	>	32	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	moxifloxacin	>	32	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	rifampin	>	32	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	teicoplanin	>	256	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	tetracycline	>	256	mg/L	Not defined	
Escherichia coli strain CCUG 70745	562.30349	amoxicillin/clavulanic acid	>	256/128	mg/L	Resistant	
Escherichia coli strain AR_0085	562.30362	ampicillin/sulbactam	>	32/16	mg/L	Resistant	
Escherichia coli strain AR_451	562.30435	piperacillin/tazobactam	==	128/4	mg/L	Resistant	
Escherichia coli strain AR_0085	562.30362	polymyxin B	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_451	562.30435	polymyxin B	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_0085	562.30362	trimethoprim/sulfamethoxazole	>	8/152	mg/L	Resistant	
Escherichia coli strain AR_451	562.30435	trimethoprim/sulfamethoxazole	>	8/152	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	cefoxitin	>	16	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	ceftazidime-avibactam	>	16/4	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	levofloxacin	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0450	562.33280	tobramycin	==	2	mg/L	Susceptible	
Escherichia coli strain AR_0433	562.33281	amikacin	==	8	mg/L	Susceptible	
Escherichia coli strain AR_0433	562.33281	cefoxitin	>	16	mg/L	Resistant	
Escherichia coli strain AR_0433	562.33281	ertapenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0433	562.33281	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0433	562.33281	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain AR_0433	562.33281	tigecycline	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0433	562.33281	tobramycin	==	2	mg/L	Susceptible	
Escherichia coli strain AR_0086	562.34085	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0086	562.34085	cefoxitin	>	16	mg/L	Resistant	
Escherichia coli strain AR_0086	562.34085	ertapenem	==	1	mg/L	Intermediate	
Escherichia coli strain AR_0086	562.34085	gentamicin	>	16	mg/L	Resistant	
Escherichia coli strain AR_0086	562.34085	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain AR_0086	562.34085	tobramycin	==	16	mg/L	Resistant	
Escherichia coli strain AR_0013	562.34086	aztreonam	<=	2	mg/L	Susceptible	
Escherichia coli strain AR_0013	562.34086	cefotaxime	==	128	mg/L	Resistant	
Escherichia coli strain AR_0013	562.34086	cefoxitin	<=	2	mg/L	Susceptible	
Escherichia coli strain AR_0013	562.34086	ciprofloxacin	<=	0.25	mg/L	Susceptible	
Escherichia coli strain AR_0013	562.34086	colistin	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_0013	562.34086	meropenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0013	562.34086	tigecycline	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0013	562.34086	tobramycin	==	16	mg/L	Resistant	
Escherichia coli strain AR_0089	562.34089	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0089	562.34089	cefotaxime	==	32	mg/L	Resistant	
Escherichia coli strain AR_0089	562.34089	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain AR_0089	562.34089	colistin	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_0089	562.34089	imipenem	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0089	562.34089	levofloxacin	==	0.25	mg/L	Susceptible	
Escherichia coli strain AR_0089	562.34089	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain AR_0089	562.34089	tigecycline	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0089	562.34089	tobramycin	==	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0067	562.34088	aztreonam	==	8	mg/L	Intermediate	
Escherichia coli strain AR_0067	562.34088	ceftriaxone	<=	1	mg/L	Susceptible	
Escherichia coli strain AR_0067	562.34088	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0067	562.34088	gentamicin	==	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0067	562.34088	imipenem	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0067	562.34088	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0067	562.34088	tigecycline	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0067	562.34088	tobramycin	==	2	mg/L	Susceptible	
Escherichia coli strain AR_0055	562.17722	amikacin	>	64	mg/L	Resistant	
Escherichia coli strain AR_0114	562.17620	amikacin	==	4	mg/L	Susceptible	
Escherichia coli strain AR_0149	562.19633	amikacin	>	64	mg/L	Resistant	
Escherichia coli strain AR_0118	562.16324	amikacin	>	64	mg/L	Resistant	
Escherichia coli strain AR_0061	562.16325	amikacin	==	32	mg/L	Intermediate	
